
------ 1926311864 :: Soul Filcher's Clearing Time ------

1926311864::EN::ItemName_Base.CuttingBoardWooden = "Wooden Cutting Board",
1926311864::CN::ItemName_Base.CuttingBoardWooden = "ceshiceshi木质砧板dafdsa",
	1926311864::EN::ItemName_Base.PoolballInSock = "Poolball In Sock",
		1945359259::CN::IGUI_Dream63 = " <RGB: 0,0.5,1> 直升机 <LINE> <RGB: 1,1,1>  <LINE> 我听到混合着机枪声的直升机轰鸣.  <LINE> 数百发子弹在几秒内撕碎了那些死尸.  <LINE> 我困惑地望向天空, 看到直升机绕着我盘旋,  <LINE> 然后降落在汽车旅馆旁的停车场.  <LINE> 我从二楼跳下奔向直升机.  <LINE> 五名全副武装的军人用武器指着我大喊:  <LINE> '站住, 否则开枪! '我立即停下举手.  <LINE> 一个穿防化服的人从直升机里出来.  <LINE> 他走近我, 要求我脱衣检查感染.  <LINE> 我照做了.  <LINE> 他仔细检查了我全身上下,  <LINE> 连最细小的擦伤都不放过.  <LINE> 然后退后对持枪的人说:  <LINE> '一切正常'. 接着让我穿好衣服.  <LINE> 一个戴贝雷帽和面罩的男人问我是否安好.  <LINE> 我只是点了点头.  <LINE> '有感染者! '一个士兵喊道.  <LINE> 那人抓住我的胳膊把我拽上直升机,  <LINE> 士兵们对着丧尸开火.  <LINE> 我们起飞了...士兵们说他们来自美国陆军,  <LINE> 我朝他们怒吼:  <LINE> '我们在这里垂死挣扎的时候 <LINE> 你们他妈去哪了? ! ' <LINE> 他们回答说 <LINE> 过去三个月他们一直在尽最大努力营救幸存者,  <LINE> 但病毒传播太快来不及救所有人.  <LINE> 震惊之余, 我问还有其他人活着吗... <LINE> 片刻后他告诉我 <LINE> 他们在病毒扩散前研制出了疫苗,  <LINE> 所以病毒无法继续传播了.  <LINE> 但对已经感染的人无能为力.  <LINE> 我瘫坐在椅子上.  <LINE> 我并不孤单...然后他说我看起来很饿,  <LINE> 给了我一份军用口粮.  <LINE> 我狼吞虎咽差点咬到舌头.  <LINE> 接着他们给了我一杯热咖啡,  <LINE> 喝着喝着我泪流满面.  <LINE> 一个士兵把手搭在我肩上说 <LINE> 现在一切都会好起来,  <LINE> 我该休息了,  <LINE> 因为返回诺克斯堡还有很长的航程.  <LINE> 肾上腺素消退后,  <LINE> 饱腹感让我觉得能睡上一星期.  <LINE> 在直升机平稳的嗡鸣声中,  <LINE> 我靠在座椅上闭上了眼睛... <LINE> (叮铃铃. 叮铃铃.)...闹钟响了...",
	1945359259::EN::IGUI_Dream63_Say = "Hmm. I had a strange dream...",
	1945359259::CN::IGUI_Dream63_Say = "嗯...我做了个怪梦...",
		1945359259::EN::IGUI_Dream64 = " <RGB: 0,0.5,1> Helicopter <LINE> <RGB: 1,1,1> I was caught by some invisible powerful creatures to play my game. We were caught and put into different spaces .. A swim on a barge, at which a concert is held for the deceased this year. I need to lead it with some man, like an entertainer. The man gave plasticine robots to all the spectators and they started to chew them, but it turned out that the concert was just a cover, and that all these people were gathered here so that there was an opportunity to climb around their houses, where the funeral is going on. and everywhere in the house, everything is sad, in black, the coffin is standing in. I find a ring in a designated place and climb into a garbage bag, everyone behind me, of course, shouting “How did you get here!?!?, and I'm already on the other end In the end, I collect everything and return the same way to the barge, the lead man suddenly rushes to the wall and destroys everything, I find myself on the shore, along with a huge white elk in a white T-shirt with yellow stripes on the sleeves. The moose is molded of plastic or something similar, and a small toy boat was lying on the back. I walk along the shore, I think where should I go next - this moose is clearly not an adviser. I return to the boat, pick it up, and it turned out to be an exact small copy of that barge. On the wall where the man jumped was a small silhouette carved on a tree. He is full-length and points a finger somewhere. I look where he points his finger. It turned out that in that direction is a residential area and smoke rises from some building. I go to the houses, the moose with me. I go to a four-story building with smoke, I understand that this is a school, it is locked and there is panic. We climb up with the elk along the fire escape to the very top. The roof is on. In the windows I see that the guys at school have a uniform - white tracksuits with yellow stripes. I say moose -Your way out, man, task for you! And he is standing, looking at me. Fashioned from something, even fingerprints remained on it. I think - Fool. I take off his shirt and put it on the window. The moose remained on the street. I go into the room, like a circus arena, round. There is a meeting. Everyone is intimidated, everyone knows something. I jump onto the stage, grab the microphone and start talking. I am entertaining a little, relaxing the audience, I feel this excitement and at the same time I am watching all the spectators, they are in my palm. One strange mikimaus alerted me and a man who looks at me in horror and whispers something. I take him to the stage, give the microphone and make everyone say that he knows. Comforting him. - All of their own and everyone wants to know ... He tells me. - You are the one! Who, I say, is the same ?? Well, the one about which they warned! It turns out that there was a man who visited me and frightened everyone, who set fire to the roof so that everyone would be scared and scatter. Everyone was waiting for me. I recall that even before the concert for the dead they explained to me that there is some kind of man who can destroy everyone if the doors are closed. I need to neutralize it and prevent everything. What does it mean: if the doors are closed, they did not explain to me. I try to calm people and gently grab mycimaus. I rip off a plush costume from him, there was another mycimaus - as if alive, moves, looks at me, rips off this costume from him. There is mycimaus there again, only of smaller stature. A couple more times, and I get to the little battery-powered electric bug. Meanwhile, everything began to crumble. I disassemble the beetle for spare parts and lose a lot of time. I start to withdraw the frightened people, and I see how in the distance, between the schoolchildren in white suits, the same man flashed by who closes the doors. He climbed after me into a garbage bag in one of the houses ... I followed him. ... ... From the found tools, a device was assembled with which you can jump into some kind of kindergarten, in which I am a child, and he is a teacher. He knows that I am in one of the children, but does not know which one. Everything is precisely designed to press it against a wall in a room filled with children's picture books. It turned out as a result of the conversation that he was told that I was an enemy, that everyone next to me was dying when I open the doors, and that he needed to save people from me .. They gathered all the people, put them in the elevator and drove down to where safely. As soon as everyone got out of the bodice and the doors began to close, an old man flew in by helicopter and said that we were great, did the job. I understand that the elevator doors opened with me, and now they will close with him, with a man, and everything will explode. I hold the elevator doors, and the old man in a helicopter laughs. A man is crying, everyone is running in different directions ... ",
		1945359259::CN::IGUI_Dream64 = " <RGB: 0,0.5,1> 直升机 <LINE> <RGB: 1,1,1>  <LINE> 我被一些看不见的强大生物 <LINE> 抓来参加它们的游戏.  <LINE> 我们被抓住并被放入不同的空间... <LINE> 我在一艘驳船上主持本年度的逝者音乐会.  <LINE> 我需要和一个男人一起担任主持人,  <LINE> 像娱乐节目那样.  <LINE> 那男人给所有观众发了塑料机器人,  <LINE> 他们开始咀嚼这些机器人,  <LINE> 但后来发现音乐会只是个幌子,  <LINE> 这些人聚集在这里是为了有机会潜入他们家中 <LINE> 那些正在举行葬礼的家庭.  <LINE> 房子里到处都是穿着黑衣悲伤的人,  <LINE> 棺材摆在那里.  <LINE> 我在指定地点找到一枚戒指,  <LINE> 然后爬进一个垃圾袋,  <LINE> 当然所有人都在我身后大喊 <LINE> '你怎么到这里的? ! '而我已经在另一边了.  <LINE> 最后我收集完所有东西,  <LINE> 用同样的方式返回驳船.  <LINE> 那个男主持人突然撞向墙壁毁掉了一切.  <LINE> 我发现自己来到岸边, 和一只穿着白条纹T恤 <LINE> 的巨大白色麋鹿在一起.  <LINE> 这只麋鹿像是塑料做的, 背上放着一艘玩具船.  <LINE> 我沿着岸边走, 思考接下来该去哪里 <LINE> 显然这只麋鹿给不了什么建议.  <LINE> 我回到船上捡起它,  <LINE> 发现这正是那艘驳船的精确微缩模型.  <LINE> 墙上有一个树雕, 是那个男人的全身像,  <LINE> 他手指着某个方向.  <LINE> 我看向他指的方向, 发现那边是个居民区,  <LINE> 有栋建筑冒着烟.  <LINE> 我和麋鹿走向那些房子.  <LINE> 来到冒烟的四层楼前, 我意识到这是所学校,  <LINE> 大门紧锁, 里面一片恐慌.  <LINE> 我们沿着消防梯爬到顶层.  <LINE> 透过窗户我看到学生们穿着白色运动服,  <LINE> 袖子上有黄色条纹.  <LINE> 我对麋鹿说:  <LINE> '该你出场了, 伙计, 这是你的任务! ' <LINE> 但它只是站在那里看着我.  <LINE> 它像是用什么材料塑造的,  <LINE> 甚至还能看到上面的指纹.  <LINE> 我想——真是个傻瓜.  <LINE> 我脱下它的衬衫挂在窗边.  <LINE> 麋鹿留在了外面.  <LINE> 我走进一个像马戏团圆形场地的房间.  <LINE> 人们正在集会.  <LINE> 所有人都很害怕, 都知道些什么.  <LINE> 我跳上舞台, 抓起麦克风开始说话.  <LINE> 我稍微活跃了下气氛, 让观众放松下来,  <LINE> 同时观察着所有观众,  <LINE> 感觉他们都在我的掌控之中.  <LINE> 一个奇怪的米老鼠装扮的人引起了我的注意,  <LINE> 还有个男人惊恐地看着我,  <LINE> 低声说着什么.  <LINE> 我把他带上舞台, 给他麦克风,  <LINE> 让所有人都说出他们知道的事.  <LINE> 安慰着他.  <LINE> '大家都是自己人, 都想知道...'他告诉我.  <LINE> '你就是那个人! ' <LINE> 我问是谁, 就是他们警告要小心的那个人!  <LINE> 原来有个女人放火烧了屋顶,  <LINE> 让所有人受惊逃跑.  <LINE> 所有人都在等我.  <LINE> 我记得在为逝者举办音乐会前就有人告诉我,  <LINE> 有个女人能在关门时毁灭所有人.  <LINE> 我需要阻止这一切.  <LINE> '关门会怎样'他们没解释.  <LINE> 我试图安抚人们, 轻轻抓住那个米老鼠.  <LINE> 我撕下他的绒毛外套,  <LINE> 里面是另一个米老鼠——像是活的, 会动,  <LINE> 看着我. 我又撕下这层外套.  <LINE> 里面又是一个更小的米老鼠.  <LINE> 几次之后,  <LINE> 最后出现了一只小小的电动甲虫玩具.  <LINE> 与此同时, 一切开始崩塌.  <LINE> 我开始疏散受惊的人群,  <LINE> 看到远处穿白色运动服的学生中间 <LINE> 闪过那个女孩——她就是之前在 <LINE> 一个房子的垃圾袋里跟踪我的人... <LINE> 我用找到的工具组装了一个装置,  <LINE> 可以跳转到某个幼儿园, 在那里我是个孩子,  <LINE> 而她是老师.  <LINE> 她知道我在其中一个孩子体内,  <LINE> 但不知道是哪个.  <LINE> 最终设计 <LINE> 让我在一个堆满儿童图画书的房间里 <LINE> 把她逼到墙边.  <LINE> 谈话后发现有人告诉她我是敌人,  <LINE> 当我开门时周围的人都会死,  <LINE> 她需要保护人们远离我... <LINE> 他们把所有人集中起来,  <LINE> 送进电梯带到安全的地方.  <LINE> 当所有人都出了电梯, 门开始关闭时,  <LINE> 一个老人乘直升机飞来, 说我们做得很好.  <LINE> 我意识到电梯门带着我打开了,  <LINE> 现在要带着她——那个女孩关闭,  <LINE> 然后一切都会爆炸.  <LINE> 我撑住电梯门, 直升机上的老人大笑着.  <LINE> 女孩在哭泣, 所有人都在四散奔逃...",
		1945359259::EN::IGUI_Dream65 = "I stand near a large metal pipe with a diameter of more than a meter - I stand above it and see that its entire surface bends as if the wall of the pipe is very thin, and there are many thin pipes that constantly wriggle, bending and unbending with many right angles and intertwining between each other, I don’t see thin pipes, I see only the general outlines pushing through a large thin wall. This is some kind of problem, it will be solved when the movement stops, I don’t see the core of the problem, only the surface. Everything around is made of metal. Looking from you honeycombs, I see a beautiful city of red metal in the setting sun, the houses in it are constantly growing, leaving the ground, changing their shape, it is constantly being built, there are no windows in moving houses, these are metal monoliths, but I know that the windows will appear. The closer to the center is the higher the buildings, the buildings in the center form a spire that goes up. I know for sure that I have been building this city since childhood, it is a city that reflects my life. When I wake up, I understand that any film can be considered as a dream of its author, even if there are no dreams in the plot, and the real cities in which we live are collectible dreams of their inhabitants. ",
		1945359259::CN::IGUI_Dream65 = "我站在直径超过一米的大金属管旁 <LINE> 我站在管子上方, 看到整个管壁像纸一样薄,  <LINE> 有许多细管在不断扭动弯曲, 以直角交错缠绕.  <LINE> 我看不见细管本身 <LINE> , 只能通过大管薄壁看到它们的轮廓.  <LINE> 这是个问题, 当运动停止时问题就会解决.  <LINE> 我看不到问题的核心, 只能看到表面.  <LINE> 周围全是金属.  <LINE> 放眼望去,  <LINE> 我看到夕阳下由红色金属构成的美丽城市,  <LINE> 房屋在不断生长, 离开地面, 改变形状,  <LINE> 持续建设中.  <LINE> 移动的房屋没有窗户, 是纯粹的金属体,  <LINE> 但我知道窗户会出现.  <LINE> 越靠近中心建筑越高, 中心的建筑形成尖顶 <LINE> 直插云霄.  <LINE> 我确信自己从童年起就在建造这座城市,  <LINE> 它是反映我一生的城市.  <LINE> 醒来后我明白,  <LINE> 任何电影都可以被视为其作者的梦,  <LINE> 即使剧情中没有梦境;  <LINE> 而我们生活的真实城市 <LINE> 则是居民们集体梦想的产物.",
		1945359259::EN::IGUI_Dream66 = "I’m walking along the street. Everything seems to be in order, summer is in the yard, blue-white clouds are floating in the sky. And then I understand that I don’t remember how I ended up here. The brain is shocked and starts to work. I remember last night and how I went to bed. I understand that I’m sleeping - and this is a shock interspersed with delight. I look around more carefully, trying to determine my feelings. The wind is blowing around my body with coolness. Shade from the leaves is swaying on the asphalt. The sun is blinding my eyes. I approach the tree on the side of the road and I’m starting to examine it. I touch it with my hands and feel the core . Feeling full:. Hearing - the degree of reality, vision - a reality, the sense of smell - a reality, the sense of touch - modeled reality world 100% true \".",
		1945359259::CN::IGUI_Dream66 = "我在街上走着.  <LINE> 一切似乎都很正常, 夏日里蓝天白云.  <LINE> 然后我突然想不起自己是怎么到这里的.  <LINE> 大脑受到冲击开始运转.  <LINE> 我想起昨晚入睡的情景.  <LINE> 意识到自己在做梦——震惊中夹杂着喜悦.  <LINE> 我更加仔细地环顾四周, 试图确认自己的感觉.  <LINE> 风吹过身体带来丝丝凉意.  <LINE> 树叶的影子在人行道上摇曳.  <LINE> 阳光刺眼.  <LINE> 我走到路边的树旁开始观察.  <LINE> 用手触摸感受纹理.  <LINE> 感觉如此真实:  <LINE> 听觉——真实, 视觉——真实, 嗅觉——真实,  <LINE> 触觉——模拟出的100%真实世界.",
		1945359259::EN::IGUI_Dream67 = "I’m walking down the street. Everything seems to be in order, summer is in the yard, blue-white clouds are floating in the sky. And then I understand that I don’t remember how I got here. The brain is shocked and starts to work. I remember last night and how I went to bed. I understand that I’m sleeping - and this is a shock interspersed with delight. I look around more carefully, trying to determine my sensations. The wind blows, cooling my body. Shade from the leaves sways on the pavement. The sun blinds my eyes. I approach the tree on the side of the road and I begin to examine it. I touch it with my hands and feel . Feeling full yell:. Hearing - the degree of reality, vision - a reality, the sense of smell - a reality, the sense of touch - modeled reality world 100% true \".",
		1945359259::CN::IGUI_Dream67 = "我在街上走着.  <LINE> 一切似乎都很正常, 夏日里蓝天白云.  <LINE> 然后我突然想不起自己是怎么到这里的.  <LINE> 大脑受到冲击开始运转.  <LINE> 我想起昨晚入睡的情景.  <LINE> 意识到自己在做梦——震惊中夹杂着喜悦.  <LINE> 我更加仔细地环顾四周, 试图确认自己的感觉.  <LINE> 风吹过带来丝丝凉意.  <LINE> 树叶的影子在人行道上摇曳.  <LINE> 阳光刺眼.  <LINE> 我走到路边的树旁开始观察.  <LINE> 用手触摸感受.  <LINE> 感觉如此真实:  <LINE> 听觉——真实, 视觉——真实, 嗅觉——真实,  <LINE> 触觉——模拟出的100%真实世界.",
		1945359259::EN::IGUI_Dream68 = "I come to the city of my girlfriend, I go to her house, everything seems to be as usual. But I have a very strong desire to see her, I run into the house, I go to her apartment, it’s empty, there’s nobody, panic envelops me where is my beloved? I start running around her apartment and calling her name loudly, running into her room and calling and calling her there, but in vain. Then I go down the street completely depressed and, next to the house, on the bench, is an elderly woman, I go up to her, look her straight in the eye and recognize her as a girl in her. We have tears welling up, we sit down a row m, it is old, and I'm in my years, and begin to recall those moments when we were together, we laugh and we regret the lost time ... ",
		1945359259::CN::IGUI_Dream68 = "我来到女友所在的城市, 去她家, 一切如常.  <LINE> 但我有种强烈的想见她的冲动,  <LINE> 冲进房子来到她的公寓, 里面空无一人.  <LINE> 我开始在公寓里边跑边喊她的名字,  <LINE> 冲进她的房间继续呼喊, 但徒劳无功.  <LINE> 我沮丧地走到街上,  <LINE> 房子旁的长椅上坐着一位老妇人.  <LINE> 我直视她的眼睛, 认出她就是年轻时的女友.  <LINE> 我们都流下了眼泪, 并肩坐下.  <LINE> 她已年老, 而我正值壮年,  <LINE> 我们开始回忆共度的时光,  <LINE> 笑着惋惜逝去的年华...",
	1945359259::EN::IGUI_Dream69 = "A typical winter evening, I’m going to meet friends, but only 50 money, but I still have to get there and come back. I meet my old friend. We are walking near my house, in the neighboring area, we’re talking about something, all of a sudden Something happened to the police cars next to us on the road, I really don’t understand what exactly ... Both cars stalled on the side of the road, but did not stop, but slowly tried to get out. Suddenly a man and a woman got out and a man threw a glass bottle to a police car - it’s an exact hit. Then everyone jumped out and from the cars, and the man who threw the bottle took out a rifle and started to shoot randomly. I start filming all this action on a video camera. Very soon this Rambo with a gun notices me and shoots in my direction. I start to run, run and shake from fear, his legs are like cotton, they move with difficulty. He runs after me and shoots at me. I run off the alleys, confuse him. The adrenaline is at the limit. I run to the store ... it seems he is behind, I see the police patrol, I run to them and tell what happened, they call an ambulance, it turns out I have nation, and from the back in two places blood flows very much. An ambulance arrives, they put me on a stretcher. The doctor says, - You will live!",
	1945359259::CN::IGUI_Dream69 = "一个典型的冬夜, 我去见朋友,  <LINE> 身上只有50块钱, 还得考虑往返路费.  <LINE> 遇到老朋友.  <LINE> 我们在附近街区散步聊天,  <LINE> 突然旁边路上的警车出了状况,  <LINE> 我不太清楚具体... <LINE> 两辆车停在路边没完全熄火.  <LINE> 突然一男一女下车,  <LINE> 男人朝警车扔玻璃瓶——正中目标.  <LINE> 然后所有人都下车了,  <LINE> 扔瓶子的男人掏出步枪开始胡乱射击.  <LINE> 我开始用摄像机记录这一切.  <LINE> 很快这个'兰博'发现了我并朝我开枪.  <LINE> 我开始逃跑, 恐惧得 <LINE> 双腿发软像棉花一样难以移动.  <LINE> 他追着我开枪. 我跑进小巷甩掉他.  <LINE> 肾上腺素飙升.  <LINE> 我跑进商店...他似乎被甩掉了,  <LINE> 看到警察巡逻队就跑过去求救,  <LINE> 原来我中弹了,  <LINE> 背部两处伤口血流如注.  <LINE> 救护车来了, 他们把我放在担架上.  <LINE> 医生说: - 你能活下来!",
	1945359259::EN::IGUI_Dream7 = "Huge round room. In the middle, in the floor there is an equally huge, round and deep empty well, going far, far down. On the very edge of the well squatting people in dark clothes, with hoods on their heads. Look down. One of them turns in my direction and heartily shouts that there is strength. - One shot himself !!! And immediately jumps down. Others sitting on the edge begin to jump down. I see them flying down and breaking to the bottom. To me, with a delay of a couple of seconds, the sounds of blows of bodies against the metal bottom of the well ...",
	1945359259::CN::IGUI_Dream7 = "巨大的圆形房间.  <LINE> 中央地面上有个同样巨大的圆形深井, 深不 <LINE> 见底.  <LINE> 井边蹲着穿黑衣、戴兜帽的人群, 他们都低 <LINE> 头看着井底.  <LINE> 其中一人转向我, 撕心裂肺地大喊:  <LINE> 有人开枪自杀了!!! 说完就跳了下去.  <LINE> 其他人也开始接二连三地往下跳.  <LINE> 我看着他们坠落, 最终摔在金属井底.  <LINE> 几秒后, 我才听到身体撞击井底的闷响...",
		1945359259::EN::IGUI_Dream70 = "I am with my young man. We are in an old castle, at war. Dressed in armor, in the hands of bows. I hug him and he has a knife in his chest, Two wounds, each of which is fatal, and I pull out the knife and try hold the wounds with my hands. Blood flows in jerks, flows onto my hands, on the floor. There is an unbelievable amount of blood. And it doesn’t stop. At some point I understand that it was blows. He dies, I stop closing the wounds and tightly I’m embracing him. At this time, our troops burst into the castle, and so they catch me - on my knees, embracing the dead enemy ... ",
		1945359259::CN::IGUI_Dream70 = "我和男友在一起.  <LINE> 我们在古堡里打仗.  <LINE> 穿着盔甲, 手持弓箭.  <LINE> 我抱住他时发现他胸口插着刀.  <LINE> 两处伤口, 每一处都致命,  <LINE> 我拔出刀试图用手压住伤口.  <LINE> 血喷涌而出, 流到我手上、地上.  <LINE> 血流不止.  <LINE> 某一刻我意识到这是致命伤.  <LINE> 停止按压伤口, 紧紧抱住他.  <LINE> 这时我军冲进城堡,  <LINE> 看到我跪地抱着死去的敌人...",
	1945359259::EN::IGUI_Dream71 = "Walking into a restaurant waiting at my table. A waitress walks up asking for my order. I request a tall glass of water with a lemon and the daily special on the menu. The waitress walks away writing on her notepad. Looking around the building is very elegant with red curtains, a marble floor, and black furniture. The waitress returns shortly after with my dish. She places the plate on the table lifting the stainless still lid as steam pours out hot. My mouth waters as I see the best pair of delicious denim shorts. I take my fork and knife beginning to cut small pieces and eating it like a thick steak with delight... I wake up unable to breath with half the pillow in my mouth.",
	1945359259::CN::IGUI_Dream71 = "走进餐厅等候入座.  <LINE> 女服务员走过来点单.  <LINE> 我要了杯加柠檬的水和今日特餐.  <LINE> 她记下后离开.  <LINE> 环顾四周, 红色窗帘、大理石地板和黑色家具 <LINE> 显得非常优雅.  <LINE> 服务员很快端来餐点.  <LINE> 掀开不锈钢餐盖时热气腾腾.  <LINE> 看到最美味的牛仔短裤时我垂涎欲滴.  <LINE> 我用刀叉切成小块, 像吃牛排一样享受地吃着... <LINE> 醒来时发现半个枕头塞在嘴里差点窒息.",
	1945359259::EN::IGUI_Dream72 = "I see myself surrounded by shadowy figures with no face just darkness, trying to grab me like the undead that surround me outside of my dreams. They are clawing at me, trying to pull me into the ground through my bed. I panic, and they start turning their heads so that they are facing away from me and reveal a large open mouth filled with serrated teeth. I manage to break free, waking up from the nightmare perspiring with sweat sitting up. I look to the side, just to realise I am still inside the nightmare with a shadowy figure reaching out to me saying it's okay, we mean no harm. Go back to sleep. I refuse to go back to sleep, and instead reach out for it as well and feel a sense of calming. I finally wake up relieved not understanding the purpose of the dream or what it could mean.",
	1945359259::CN::IGUI_Dream72 = "我看到自己被无脸的阴影人形包围,  <LINE> 就像现实中包围我的丧尸一样试图抓住我.  <LINE> 他们想通过床把我拖入地底.  <LINE> 我惊恐挣扎终于醒来, 浑身是汗地坐起来.  <LINE> 转头看到阴影人形伸手对我说没事的,  <LINE> 我们没有恶意. 回去睡吧.  <LINE> 我拒绝入睡, 也向它伸出手, 感到平静.  <LINE> 终于真正醒来, 不明白这个梦的意义.",
		1945359259::EN::IGUI_Dream73 = "All i can see is the sky as i feel myself falling, i feel the air rushing around me and hear it howling in my ears. I try to scream in fear anticipating the pain of hitting the ground but it never happens, i just fall endlessly in a void. For a split second it felt like i felt the pain of landing only to wake up with my back aching. ",
		1945359259::CN::IGUI_Dream73 = "眼前只有天空, 感觉自己在下坠,  <LINE> 耳边风声呼啸.  <LINE> 想尖叫却发不出声, 预料到撞击地面的 <LINE> 疼痛却迟迟不来.  <LINE> 永远下坠的虚无中, 一瞬间仿佛感受到了 <LINE> 落地的疼痛, 结果醒来发现背痛不已.",
	1945359259::EN::IGUI_Dream74 = "I was in bathroom, I took my all gear off and put it on the washing machine. Then I turn on the shower - Warm water! Taking a shower with a warm water in these times made me happy like picking up a birthday present! I heard some knocking from the doors after I finished washing myself.. and then I realized that my weapons, clothes and everything I put on washing machine is gone. Walkers opened doors by force and after a while I felt how they rip off my guts with their fangs...",
	1945359259::CN::IGUI_Dream74 = "我在浴室, 脱下所有装备放在洗衣机上.  <LINE> 打开淋浴——热水!  <LINE> 这种时候能洗热水澡 <LINE> 让我像收到生日礼物一样开心.  <LINE> 洗完听到敲门声... <LINE> 突然发现放在洗衣机上的武器、衣服 <LINE> 全都不见了.  <LINE> 丧尸破门而入, 很快我就感受到它们的利齿 <LINE> 撕开我的内脏...",
	1945359259::EN::IGUI_Dream75 = "For some reason, I find myself in an abandoned factory with a team of 8 searchers equipped with lights. (I am one of them as well) I don't know what I am doing here and what we are even looking for meanwhile, we are preparing to make our way down to this metal 3 by 3 meters wide square spiral staircase which I think leads to the basement. We start to go down and down and down the staircase. When I started to think that it is bottomless since we went down so deep but we have yet to reach the ending of it, but all of a sudden, I hear a searcher screaming terrifyingly and it was followed by a monstrous scary growl. Everyone including myself started to run for our lives instinctively. I could hear that thing climbing up loudly and faster than us. For a brief moment, I took a look down over my shoulder while rushing up. It was so dark and all I saw was a big shadow figure chasing us. My heart went racing... It was hunting us one by one. All I heard was the short-lasting screaming of the caught ones and its growl. I heard that thing's steps getting closer and closer to me as well as feeling the vibrations of the staircase. While I was getting exhausted from dashing up for my life for so long, I started to think that it was the end right before I see the beginning of the staircase... I made it out of it and for some reason, my instincts told me to get out of the shadowy factory before taking a breath of relief. So I ran up to the big open factory door 10-15 meters away and threw myself to the outside, into the daylight as well as the other 3 survivors.",
	1945359259::CN::IGUI_Dream75 = "不知为何, 我发现自己和8个带着照明设备的 <LINE> 探索者在一座废弃工厂里. 我们准备沿着 <LINE> 3×3米的金属螺旋楼梯下到地下室.  <LINE> 下了一层又一层, 深不见底.  <LINE> 突然听到同伴的惨叫和恐怖的咆哮声.  <LINE> 大家本能地逃命.  <LINE> 那东西追上来的声音越来越近.  <LINE> 回头瞥见黑暗中有个巨大的黑影.  <LINE> 筋疲力尽即将被追上时终于看到楼梯尽头... <LINE> 冲出工厂来到阳光下, 还有另外3个幸存者.",
		1945359259::EN::IGUI_Dream76 = "I wake up on the clouds, everything is too light. Apparently very high. I see a tile bridge going straight through the clouds, it looks very ancient, but well preserved. Out of interest, I start walking along it, I start to meet low columns, I enter an ancient temple, before I have not seen such buildings and this makes it look incomplete. Memories of parents creep into my head. Suddenly I felt like a child. At the end of the temple I see a party. I think if I’m a child, then I have to go to my mother. As soon as I approach the crowd, as soon as the temple crashing down on me ... ",
		1945359259::CN::IGUI_Dream76 = "我在云端醒来, 一切都太亮了.  <LINE> 看到古老的砖桥穿过云层.  <LINE> 开始沿着桥走, 遇到矮柱子,  <LINE> 进入一座从未见过的古老神庙.  <LINE> 父母记忆涌入脑海.  <LINE> 突然感觉自己变回了孩子.  <LINE> 神庙尽头是派对.  <LINE> 我想作为孩子应该去找妈妈.  <LINE> 刚接近人群, 神庙就坍塌压向了我...",
		1945359259::EN::IGUI_Dream77 = "The halls are evenly spaced and numbered. The tiles are black on white, etched with antiseptic. My stride seamlessly syncs with the tile floor, as if the tiles themselves are for me alone. Absolute Darkness spreads around me, the only light coming from above. It seems to be it follows me as I walk, its power is enough to reach the foot of the doorways on either side. The further I step, the colder the air gets, and each step gets faster than the last. Before I realize it, my breath becomes opaque and I pick up my pace, trying to fight the cold, but it only gets worse. Every breath feels like an icy dagger dripping from my lungs. My heart is thundering now, the tiles are an impossible gray spot. Without warning, the lights go out, my breathing quickens. I think my heart stopped ... ",
		1945359259::CN::IGUI_Dream77 = "走廊均匀分布着编号.  <LINE> 黑白相间的瓷砖透着消毒水味.  <LINE> 我的步伐与地面完美同步, 仿佛瓷砖 <LINE> 专为我设计.  <LINE> 绝对的黑暗蔓延, 唯一的光来自上方.  <LINE> 这光追随着我, 刚好能照亮两侧的门框.  <LINE> 越往前走空气越冷, 步伐越来越快.  <LINE> 突然发现自己呼吸变成了白雾, 心跳如雷.  <LINE> 灯光熄灭, 呼吸急促.  <LINE> 我想我的心脏停跳了...",
	1945359259::EN::IGUI_Dream78 = "I am standing in a dark corridor, everything is in complete darkness. I feel the walls, and, at the same moment, the edges of the walls start to glow bright yellow. I understand that I am standing at the intersection of several corridors. I decide to go along one of them, not hoping to find at least something. Suddenly, from around the corner, a rat ran out. In an instant it became gigantic, higher than ceilings, which, as it turns out, do not exist. I run. She is chasing me! My vision is changing, I can no longer see that, what is in front of me, I see everything. Each corridor, a giant rat glowing in golden yellow, stepping on my heels, and myself desperately seeking salvation. The corridors make up an uncomplicated labyrinth, without an entrance or exit. I run in horror. The walls have ceased to be clear, everything became not smooth, even, square. The rat, running after me, became one line, bending at the junctions of the corridors. I myself became an ordinary blue square, running from a large yellow line, similar to a snake. I stop because of severe fatigue. . Snake, u is quite real, pounces on me. I don't have time to react. I'm not there. I am in the void of nothingness. I wake up...",
