ItemName_Base.TatteredPaper = "Tattered Paper",
UI_ImmersiveLore_Story_48_Content = "Hey shit head. You know you who are. It's me, Bill Benson. Remember how we promised each other, that we'd ride this out together? That we'd have each other's backs no matter what, and we'd never abandon one another regardless of how fucking bad it got, no matter how terrifying the situation?\n\nYou lied.\n\nYou know exactly what you fucking did. You thought you could make off with ALL of our food, all of MY fucking ammo-- you didn't do ANY of the fucking preparation, "roomie". You always tried to poke fun at me, make me out like I was paranoid, even fucking called the cops because you were so fucking scared shitless that I was exercising my right to keep and bear arms. Lo and fucking behold, the dead walk the earth, yea the apocalypse is nigh, and you think you can just take all my shit, cut and run? After I taught you to shoot, after I bared my heart and soul to you, after the things we did together? You think you can just fucking GET AWAY with it?\n\nYou are unbelievably stupid. You fired off a shot, knowing damn well it'd bring a herd of those fuckers down onto the apartment, and you stole my god damn truck, and now I'm getting REALLY close to finding you. I will stop at absolutely nothing, I will hunt you to the end of the earth and make you walk with them. I'll blow your fucking guts out, and leave you to turn.\n\nKeep running, because that only makes this more fun.\n\nBill\n\nP.S. You clearly didn't know where I hid all of my gear. That was your biggest mistake, on top of not killing me in my sleep if you really wanted to get away.",
UI_ImmersiveLore_Story_48_Title = "When I Find You, I'll Kill You",
UI_ImmersiveLore_Story_49_Content = "The nasty girls are shooting on sight now. They're not even bothering to hide it anymore, anyone trying to leave, or trying to enter, gets shot dead. Used to be they'd just arrest you, quarantine you then let you go into the city to evac, that's what my sister said on the radio before she and a few dozen others got ferried across the river into Indiana.\n\nI write this letter to anybody who might find it from my deathbed. Me and my cousin Jesse tried to approach the gate, wanting to get in, to evacuate like everyone else, but the moment we came into sight, they killed Jesse, blew his brains out all over the concrete with an M16, and then they popped me a few times.\n\nI managed to get away, to get back to my car, but I'm losing blood just steady enough that I've got maybe twenty minutes left as I write this. My last will and testament to whoever comes across this letter, praying it hasn't been soaked through:\n\nYou can have all my gear. I won't be needing it. If you're able and willing, try to get to Indianapolis, that's where they took my sister Vivian. Give her this note, so she's not left in the dark.\n\nI love you Viv.\n\nMitchell",
UI_ImmersiveLore_Story_49_Title = "Bloodstained Warning",
UI_ImmersiveLore_Story_4_Content = "It has been 6 days but it still feels like yesterday, the day you were gone forever from me. Whenever I woke up and open my eyes to see that you aren't on the bed with me like it used to anymore, it feels tiring, sorrowful, and hopeless... \n\nIt's like a piece of something deep inside my heart is missing that makes me so stressed... I haven't thought I would smoke or drink till it happens, am I this broken? Tsk, It's not like you or anyone gonna give me an answer anyway.\n\nThis new world without you is starting and the old world is ending, I am going go to live on to see and feel the sunlight of another day so that the life you had sacrificed for me would be worth something.\n\nI've missed you so much, Jim...\nI will make it worth your life.",
UI_ImmersiveLore_Story_4_Title = "Natalie's Journal - Act II: This New World without you",
UI_ImmersiveLore_Story_50_Content = "If I die, let it be from age.\nLet me die doing what I love best,\nWithout fear, without rage.\n\nIf I die, let my friends know their worth.\nHow with them I am blessed,\nas I'm buried in the Earth.\n\nIf I die, may my enemies live well.\nIt's better for them to live without guilt,\nThan have them ultimately dwell.\n\nIf I die, may I be free of illness.\nRemember my childhood with no fail,\nAnd laid to rest with no sickness.\n\nWhen I die, and it won't be long,\nLet me die when I can see myself clearly;\nWhen I come to terms with the concept of Death\nWhen my legacy brought a change to someone who knew me.",
UI_ImmersiveLore_Story_50_Title = "If I Die",
UI_ImmersiveLore_Story_51_Content = "To whoever finds this note, God help you. Your in a hell-scape forged by Satan himself and your still surviving, i've already been bit, but don't worry. I'll have already left the house before i succumb to the infection, as for you, take anything if not everything you want or need from my house. I hope i can at least help one more person after my passing, God knows you'll need it. Fight on, Survivor, Don't give up... please. -Your's Sincerely, Cathrine Types.",
UI_ImmersiveLore_Story_51_Title = "Feel free, Survivor Of Hell.",
UI_ImmersiveLore_Story_52_Content = "Don't accept any more clothes. They ain't selling, and the last lot of them smelled like someone died in them. Even the washing machine smells like a**.",
UI_ImmersiveLore_Story_52_Title = "NO MORE CLOTHES",
UI_ImmersiveLore_Story_53_Content = "12 Plain\n12 Plain w/ sprinkles\n12 Strawberry w/ Pink frosting\n24 Chocolate w/ sprinkles\nDo another few boxes of mixed and use up whatever we have around, no delivery this morning.\nMore cops from out the county. What the hell is even going on out there?",
UI_ImmersiveLore_Story_53_Title = "ORDER",
UI_ImmersiveLore_Story_54_Content = "Jamie,\nIf you're reading this then I'm sorry, we waited as long as we could but your Dad heard at work that the Army are closing off the city. I know the hospital's got you working twelves. Do you remember the little lakeside camp we visited last summer? That's where we are. We think it should be quiet and your Dad has his fishing gear.\nWe left you some chicken in the oven. Come as soon as you can.\nGod bless.\nMom",
UI_ImmersiveLore_Story_54_Title = "JAMIE",
UI_ImmersiveLore_Story_55_Content = "If I can get to work, you can get to work! If you dont get to work, you wont have a job!! NO EXCUSES!",
UI_ImmersiveLore_Story_55_Title = "ATTENTION EMPLOYEES",
UI_ImmersiveLore_Story_56_Content = "Keith, I DON'T CARE if you've had that board since you were 8, it sounds like ass and we aren't recording ANYTHING with it! We blew 2K on the Sankio synth so that's what you're going to play, GOT IT?",
UI_ImmersiveLore_Story_56_Title = "POS ValuTech Keyboard",
UI_ImmersiveLore_Story_57_Content = "Moses $12\nKyle $61\nLou-Ann $7\nJer $26\nCharlise $43\nEzzy $87\nMikey $19\nDad $72",
UI_ImmersiveLore_Story_57_Title = "Tabs",
UI_ImmersiveLore_Story_58_Content = "I can't believe you f!ckers left me here. I CAN'T BELIEVE I ever trusted you guys. What the hell did I do? You just TAKE OFF and don't even say "bye Alice! have fun getting butchered like a hog! f!ck you!" I didn't do ANYTHING to you assh!les. I was ready to sit in the car on lookout all night, I was up to driving all the way to God d!mn Ashland to wait this out at Liam's, I was even going to suggest eating Jezebel once the food ran out BUT YOU TOOK HER TOO! So, Tate and Kenny, thanks a lot. Atleast I KNOW I'm going to die. Seriously, f!ck you guys. F!ck you both.",
UI_ImmersiveLore_Story_58_Title = "From Alice",
UI_ImmersiveLore_Story_59_Content = "7/1/93 3:54 AM\nWas in Japan somewhere. It was beautiful. Nobody spoke English but that was OK. The sky was grey and blustery, trees everywhere blowing in the wind, rain was coming. I loved it. I was looking for somebody, I think a guy I'd read about once. Knew where he was supposed to live but nobody there knew his name. Maybe it was a penname. Maybe he wasn't even real. That'd be OK, too, because it was still so beautiful there. Wish I could go for real. Maybe I will someday. Hope I have the dream again.",
UI_ImmersiveLore_Story_59_Title = "Dreaming",
UI_ImmersiveLore_Story_5_Content = "Two weeks passed on as the world goes by, surprisingly the water is still on and the power is still running.\n\nA few days ago, maybe on day 8 or 9, I noticed that the Government have been kicking around from time to time but was not here to save me or anyone who was still breathing. Instead, they dropped a supply for us... aren't they supposed to rescue us? Doesn't matter... At least I got some supplies to keep me going but helicopters are loud. Loud is bad and they draw more attention to those things.\nI need to keep moving away from them...\n\nYesterday, I went on a run and found an annotated map in one of the vehicles. There's some writing there and it mentioned me, from the look of it. James seems to be the owner of the map, a friend of mine, and Jim... I know Daryl too.\nThe map said Daryl is sick and James had been looking for me...\nI don't see James anywhere, maybe he's dead...? Left a question in my mind with this map I decided to go and see If Daryl is still holding out there. I arrived in the evening, the house is mostly barricaded but left one window which I can get in, I checked inside but I don't see Daryl or any clue that he was still alive or not... On the bright side, their house is stacked with food and guns.\n\nJames and Daryl, wherever you are, alive or not. I hope you will find peace... like my husband.",
UI_ImmersiveLore_Story_5_Title = "Natalie's Journal - Act III: They were after me?",
UI_ImmersiveLore_Story_60_Content = "DO NOT TOUCH THE RADIO. IT STAYS ON NNR OR ITS OFF! IF I CATCH IT ON HITZ AGAIN, IM SMASHING IT WITH A HAMMER, AND IF I CATCH ONE OF YOU MESSING WITH IT, IM SMASHING YOU WITH A HAMMER. DO NOT TOUCH THE RADIO.",
UI_ImmersiveLore_Story_60_Title = "TO EVERYBODY",
UI_ImmersiveLore_Story_61_Content = "Sorry, folks, but we're not developing or selling right now. Deliveries can't get through and the guys in green probably would snatch a camera right out of your hands anyway.\n\nFor Al\nHey, Steve and Jerry and I are beating it soon. Steve says he knows a guy who can get us across the river. You and Janet are welcome, too. Might have to convince him about James. We're meeting at the saloon, thinking we'll go to Nevada. Hope I see you there. Bill",
UI_ImmersiveLore_Story_61_Title = "Notice, For Al",
UI_ImmersiveLore_Story_62_Content = "It's a dog-eat-dog world. Literally. This stuff smells like wet dog because it is wet dog. Grind up all the bad puppies to feed the good doggies and vice versa. But now I guess we're not so different. Meat's meat, you are what you eat, so don't eat dog treats, 'cause I'd like you to taste sweet.",
UI_ImmersiveLore_Story_62_Title = "You are what you eat",
UI_ImmersiveLore_Story_63_Content = "White male, average height, real skinny, sunken face, bags under eyes, bad teeth, short hair, smelled like the county fair, wearing dirty t-shirt and camo pants.\n\nMaybe a user? Or maybe nobody told the guy he'd already OD'd, haha.",
UI_ImmersiveLore_Story_63_Title = "Shoplifter Description",
UI_ImmersiveLore_Story_64_Content = "7-6-93 15:43\n\n5 - 20ct Box of .50AE $125\n2 - 6ct Box of Protein Oatmeal Bar $10\n4 - 50ct Pack of AA Battery $40\n1 - 2lt Potable Water Canteen $25\n1 - A-M V Pistol $900\nTOTAL+TAX $1220\n\nTHANK YOU and HAPPY HUNTING!",
UI_ImmersiveLore_Story_64_Title = "Receipt",
UI_ImmersiveLore_Story_65_Content = "ffo's after the game, Dann\nk up on mom if\nbox for package fro\nack tapes to libra\nll Terry (place to sta",
UI_ImmersiveLore_Story_65_Title = "Crumpled and Smeared Note",
UI_ImmersiveLore_Story_66_Content = "Introduction\n\nThis chapter is designed to help the Home Mechanic maintain the Chevalier Primani for peak performance, economy, safety, and long life.\n\nAs you service your Primani, you will discover that many of the procedures can - and should - be grouped together because of the nature of the particular procedure you're performing or because of the close proximity of two otherwise unrelated components to one another.As you service your Primani, you will discover that many of the procedures can - and should - be grouped together because of the nature of the particular procedure you're performing or because of the close proximity of two otherwise unrelated components to one another.\n\nFor example, the vehicle is raised for chassis lubrication, you should inspect the exhaust, suspension, steering, and fuel systems while you're under the vehicle. When you're rotating the tires, it makes good sense to check the brakes and wheel bearings since the wheels are already removed.\n\nFinally - let's suppose you have to borrow or rent a wrench. Even if you only need to tighten the spark plugs, you might as well check the torque of as many critical fasteners as time allows.\n\nFinally - let's suppose you have to borrow or rent a wrench. Even if you only need to tighten the spark plugs, you might as well check the torque of as many critical fasteners as time allows.",
UI_ImmersiveLore_Story_66_Title = "Laines Auto Manual: '86-92 Chevalier Primani, pg. 1-3",
UI_ImmersiveLore_Story_67_Content = "I should've stayed in Cincinnati. I should've, because it's hell here. I never thought it would ever get like this. It's worse than the Avondale riots, and I never believed I'd see anything like that again. Oh my God. I should've stayed. I should've. Louisville is falling apart. Lexington will be next. They're going to martial law. The roads are empty sometimes. I had to come down here, I had to, just to see if there was anything I could do, but I can't, for Lorna or anybody. I should've stayed in Cincinnati, because instead of watching the city light up the nightsky like we did all those years ago, this is how I'm spending my last day. I'm sorry.",
UI_ImmersiveLore_Story_67_Title = "Last Day",
UI_ImmersiveLore_Story_68_Content = "4*0*7*7\nSeason 10, Episode 11\n"Trapped Fools - Wandering Dead"\nAs Corporal Yossarian lies delirious from an extreme fever, a recently deceased soldier wanders the base, following the still-living officers in their daily lives as he ponders his own future as one of the dead. Writer Joey Jemaine was nominated for an award for this episode.\n1982.",
UI_ImmersiveLore_Story_68_Title = "Unglued VHS Label",
UI_ImmersiveLore_Story_69_Content = "I QUIT!!! PEOPLE ARE GETTING EATEN AND WE'RE SUPPOSED TO JUST STAND HERE AND SMILE AND PUT PILLS IN LITTLE BOTTLES AND SH!T?! I QUIT AND I TOOK ALL THE DEXIES!!!",
UI_ImmersiveLore_Story_69_Title = "F!CK THIS SH!T I'M OUT!",
UI_ImmersiveLore_Story_6_Content = "Day 28... It has been quiet since the end of the first week as the rotten walking corpse roams the earth. These things seem to appear more and more every day, bigger and bigger in number all around the place... I need to set up a perimeter around Riverside now.\n\nI have been outside of Riverside town to explore the region, and ran into a lot of what's left of the old world... It's just the same everywhere, no survivors, just the world and me and the undead.\n\nI also stopped by at the army quarter by South East of Rosewood as well and of course, nothing but one military personnel who got left behind. They seemed to be in a hurry and left their stuff behind including their vehicle and equipment that I can use... I'm going to need it.\nWhen I was driving out to get back onto the highway I heard it, a military helicopter flying in a distance. I cried for help as I quickly reached out for a flare and pop it up but... It flew over me and eventually crashed down into the field not so far away.\nI thought I was safe but nowhere is safe... I drove over just to see what's left of the crash site and the infected crew, airborne must have gotten into them and makes their bird lose their control...\n\nI started to question myself If he was still here with me, watching from above as I struggled and thrive to survive... Just a little hope that will make me make it to the next day.",
UI_ImmersiveLore_Story_6_Title = "Natalie's Journal - Act IV: Little Hope",
UI_ImmersiveLore_Story_70_Content = "We recommend the all-natural way of eating your food - fresh! Enjoy life without refrigeration!\nApples ~7/15\nPeppers ~7/15\nBroccoli ~7/12\nCabbage ~7/10\nCarrots ~7/15\nCherries ~7/15\nCorn ~7/15\nAubergines ~7/15\nLeeks ~7/15\nLettuce ~7/10\nOnions ~7/17\nPeaches ~7/15\nPotatoes ~8/5\nRadishes ~7/12\nStrawberries ~7/8 (Last day! Get 'em now!)\nTomatoes ~7/12\nWatermelon ~7/15",
UI_ImmersiveLore_Story_70_Title = "Best Before Dates",
UI_ImmersiveLore_Story_71_Content = "Girls, if anybody tries to get your number, I've got you. Give em one of these.\n555-0136 (calls em nice)\n555-0122 (calls em dirty)\n555-0157 (calls em sweet)\n555-0173 (calls my cousin in cincy! only for rough guys!!!)",
UI_ImmersiveLore_Story_71_Title = "Rejection #s",
UI_ImmersiveLore_Story_72_Content = "What to do in an Emergency\nStay calm! This is the best thing to do! Don't feel bad if you feel sad or mad, just think about it!\nStay inside! Unless there's a flood, we should all stay inside unless we need to get some sun!\nStay occupied! We can play board games, tell stories, dress up in silly costumes, and more!\nStay fasting! Food might be hard to get. So let's only eat a little bit, like we're out camping!\nStay safe! Strangers might come to the house. While some will be nice, we can't help everyone!\nThank God for everything we have - our house, our lives, and most of all our family!",
UI_ImmersiveLore_Story_72_Title = "Family Emergency Plan",
UI_ImmersiveLore_Story_73_Content = "hey highspeed\nI'm gonna need 10 boxes of 223 before saturday. might also need a new upper reseever for my ar, the one wit the fulllength rail. blew it shootin in the mud at baloney's place last week haha. gotta have it back together fast, so i'm gonna need that done quick as you can, highspeed. I'll be back later wit it, so I hope you get this note first, haha.\nBuddy",
UI_ImmersiveLore_Story_73_Title = "Order for highspeed",
UI_ImmersiveLore_Story_74_Content = "See doc about back. No chiropracter.\nMarvin wanted to get together for drinks. Call him when phone works.\nLucy needs stuff for school. Check thrifts. Doesn't want pink stuff.\nGot to put new air filter in truck. Don't have any at Fix-Ation.\nCall Sarah when phones work. 555-0157.\nNeed new waders. Old ones rotted thru.\nPay utility bill, due 7-16.\nVisit dad. Bring Lucy? Might not remember her.",
UI_ImmersiveLore_Story_74_Title = "Reminders",
UI_ImmersiveLore_Story_75_Content = "Do they still think about anything?\nWill they get sunburn?\nCan they communicate somehow?\nAre they sweaty?\nWhat happens when they go underwater?\nWill they freeze solid in winter?\nCan they get pregnant?\nDoes their hair still grow?\nHow do they feel?\nDo they feel horny?\nHave they forgotten who they were?\nDid their souls go to heaven? Will they?\nAm I one of them?",
UI_ImmersiveLore_Story_75_Title = "Questions Nobody Will Answer",
UI_ImmersiveLore_Story_76_Content = "We bomb the slow, the fast, the dead,\nWe do our best to paint em red,\nThen we take our breakfast in bed,\nNapalm sticks to zeds.\n\nFlying low and looking mean,\nPilots drinking gasoline,\nLoose some juice and burn the scene,\nNapalm sticks to zeds.\n\nSee that farmhouse over there,\nWatch me tag it with a flare,\nBlood and guts just ev'rywhere,\nNapalm sticks to zeds.\n\nSee some walkers but ain't so sure,\nCould be that they are survivors,\nSky Chief says it ain't his or hers,\nNapalm sticks to zeds.\n\nZeds all banging on a house,\nMight just be after one mouse,\nCrying bad into her blouse,\nNapalm sticks to zeds.\n\nCatch some cars rolling all around,\nThose ain't our boots down on the ground,\nDrop about fifteen-thousand pounds,\nNapalm sticks to zeds.\n\nDoing good for doing bad,\nAin't nothing about it sad,\nThink at all and you'll go mad,\nNapalm sticks to zeds.",
UI_ImmersiveLore_Story_76_Title = "NSTZ",
UI_ImmersiveLore_Story_77_Content = "Looters aren't going to come for us, Jenny. What the heck would they even want here? Markers and hole punchers? If it even gets that bad, the idiots who go out looting want expensive stuff, or stuff they can use. 32-inch TVs and CD changers and guns and stuff. We've got staplers and paperclips. Don't think we're going to get held up any time soon. If you're really worried, we can talk about changing the schedule tomorrow when I come in, OK? See you then.\nDan",
UI_ImmersiveLore_Story_77_Title = "About Looters",
UI_ImmersiveLore_Story_78_Content = "GUYS! Stop leaving your cans all over the place! It's not so hard to just step outside and throw them in the can, is it? And whichever one of you is only drinking half and then letting it sit out, STOP IT! I've knocked two of them over already and there are ants everywhere! We're not made of money, either, so if you want to keep drinking all day, ACTUALLY DRINK IT ALL! Jeez!",
UI_ImmersiveLore_Story_78_Title = "Cans",
UI_ImmersiveLore_Story_79_Content = "How t ke Blac sa For ake\nOne 18.25 ou ate cake mix\nFour ge eg One cu et colate chips\nTwo cup rpose flo\nFi ped candies\nFis d ethy nzene\nCandy co ut butt ces shaped lik sh\nUnsatur ster resin\nTwelv nthetic membr\nAn en "How ll someon are hands"\nThree tab arb, on fire\nCordle tric nee jector\nTh ill deodorize and preserve putrid tissue.",
UI_ImmersiveLore_Story_79_Title = "Scribbled and Smudged Recipe",
UI_ImmersiveLore_Story_7_Content = "A month and week passed... In the evening summer as I was drinking to forget the reality I can't forget about that day on how it take his life forever, away from my life. It got me thinking and pushed myself to find him once again, it was the Riverside church... went back there and it was quiet and beautiful as usual apart from a wall of blood that I painted red.\n\nThat day, we fled out of the church and went into one of the houses, he was holding the door but then it broke down before... they mauled him alive, I could only run away and don't look back. Now I am here again in the house where I last saw him, there is a pile of blood, guts, and flesh all around but no sign of him but a trail of blood that leads to the backyard of the house. I followed the trail as what've his remains started to appear more and more and eventually, his hand with still a wedding ring on it... the same one as mine, as I was looking down at it I heard weird knocking sounds behind a woods and hoping to myself that it would be him and when I see it... I can't believe my own eyes.\n\nIt was my husband, Jim. With his half, the bottom of his body from his stomach was torn off, both of his hands as well, and one missing eyeball. Still in that black suit like on that wedding day, bloodied and muddied... beyond recognizable but I know it is him.\nI- I can't hold myself back from this and not breaks into tears and collapse down, looking at him as he tried to reach out for me to take a bite but he was in a bad shape that he can't even crawl to me.\nIn the end, I finished him and set him free from this pain... for ever.\n\nI brought what's left of his body back afterward to a proper burial, now his grave won't be empty anymore...\nI've found you.\n\nAfter the burial that night, I even dreamed about him, about the world without the infection where we live happily but it was just a fantasy...",
UI_ImmersiveLore_Story_7_Title = "Natalie's Journal - Act V: I've found you",
UI_ImmersiveLore_Story_80_Content = "75,000\nOil and filter.\nA/C recharge.\nAlignment.\nNew tires all around.\n\n80,000\nOil and coolant.\n\n85,000\nOil and filter.\n\n87,256\nNew FR tire.\nAlingment.\n\n90,000\nOil and coolant.\nNew oil pan.\n\n94,673\nOil and filter.\nRadiator, fan, fan housing.\nHood.\nFront clip.\nWindshield.",
UI_ImmersiveLore_Story_80_Title = "Chevalier Cerise Maintenance Record",
UI_ImmersiveLore_Story_81_Content = "i dont no wear my mommy is she sed she wuld b bak but its jus me and miss clara now and its dark im wundering if shes ok i hop so bcus i miss her",
UI_ImmersiveLore_Story_81_Title = "Ezekiel's Note",
UI_ImmersiveLore_Story_82_Content = "WONDER\nFully automatic two-slot toaster! Quick-action spring-loaded toasting sensation!\nAll-new three-prong grounded cord design ensures safe operation in all situations!\nInfinite potentiometer technology for infinite customization of your bread toasting desires!\nSolid-state integrated circuit (IC) computerized microchip precisely controls toast temperature!\nKeep children away from appliance. Surface may be hot.\n1993 Wonder Industrial Inc.",
UI_ImmersiveLore_Story_82_Title = "Wonder Toaster Label",
UI_ImmersiveLore_Story_83_Content = " I knew it, and nobody believed me. I told them all this would come. I didn't know what it would be, but I could sense it in the air. Ever since the commies gave up, I've known it was only a matter of time for something else to come along. Another joke on us. Something else to fight, something else to kill. And here it is. Inside us. Turning us on each other. Making US into THEM. Well I'm not going that way. I'm on my own road, I'm at the wheel of this life. I've got everything I need right here, and I'm going to need it all to get where I'm going. Anyone finds this, good luck to you if you're a red-blooded American survivor, but if you're one of them, Johnson Dukakis says f!ck you.",
UI_ImmersiveLore_Story_83_Title = "I Knew It",
UI_ImmersiveLore_Story_84_Content = "If you're here for the same reason I am, don't f!cking bother. Some assh!le already took all the K. What the hell's that all about, man? That's not copascetic. Just leaving damn xyla for the rest of us. Stuff'll kill you and won't give you a good high no matter what you're jamming to. Just a douche move. I'm out and you probly should be, too. Place ain't safe. Peace.",
UI_ImmersiveLore_Story_84_Title = "Who took the good stuff?",
UI_ImmersiveLore_Story_85_Content = "Milk (gallon)\nEggs\nPotatoes (6)\nQuagga Cakes\nCrackers\nCanned Ravioli (any brand)\nCanned Ham (any brand)\nSardines (all they have!)\nPop 2 liters (to hold gas!)\nWATER!!!",
UI_ImmersiveLore_Story_85_Title = "Wrinkled Shopping List",
UI_ImmersiveLore_Story_86_Content = "WANDERING UNDEAD\nReptile Terminal\n\nMeasured Priest\nStumblin' in the Road\nParasite\nAdam & Eve\nSunset\n___________\nReptile Terminal Part 1\nMan with a Gun\nReptile Terminal\nReptile\nReptile Rolling\nBy the Buffers\nReptile Clipper\nReprise\n\nSTARIA\nCopyright 1977 Staria Records, Inc. New York, NY",
UI_ImmersiveLore_Story_86_Title = "Jewel Case Label",
UI_ImmersiveLore_Story_87_Content = "5x XXL TWELVE-TOPPING\n1x Marinara\n1x Cheese\n1x Extra Cheese\n2x Pepperoni\n2x Sausage\n1x Beef\n2x Sardines\n1x Mushrooms\n1x Pineapple\n1x Bell Peppers\n\nFOR Seymour Butts\n58008 Dixie Hwy, Muldraugh, KY",
UI_ImmersiveLore_Story_87_Title = "Delivery Order",
UI_ImmersiveLore_Story_88_Content = "THE TRUTH OF THE MATTER\nI, Mandy Potemkin, am going to kill all of my coworkers and then myself on 7/8/93. I do not intend to do this out of hatred for them, as they are my friends and have done no wrong but what they have been forced to, as I will now. I am not of unsound mind and do not do this out of something as foolish as momentary passion or as worthless as monetary debt. No, I do this to prove to the world the truth of the matter, that we are all victims of a system and government which do not care for us. Our lives have such little worth to our capitalist and authoritarian rulers that we might as well be mindless drones, marching ever onwards, only consuming, never creating. But I believe by killing myself and my friends, I may not only save us from suffering any longer into this worthless future, but too damage the machinations of our seemingly untouchable overlords and prove to others like us that we can make a difference if only we act and react with haste and with force. This is the truth of the matter, that violence must be done.\n\nI plan to enact my plan first by:",
UI_ImmersiveLore_Story_88_Title = "Unfinished Manifesto",
UI_ImmersiveLore_Story_89_Content = "*Two anime-style characters with swords stand in opposition, captioned.*\n\n"This is the end for you Lucifer! I have the power of my forebears behind me and they have blessed my sword with power you could never comprehend! Surender now and I'll show you something you never could show my family. Mercy!"\n"It ain't nothing personnal, Kriss-X, but as you are the daughter of the Gemstone King, I am sworn to fulfill my destiny and end your empire, freeing the people forever. Lay down the Lightblade and I will make it quick."",
UI_ImmersiveLore_Story_89_Title = "Amateur Drawing",
UI_ImmersiveLore_Story_8_Content = "3 Months later... How long can I keep going? I ask myself this question every dawn and sunset as I am uncertain about the current life I am having. I woke up, I go kill those rotten walking corpses, I live and repeat. It seems like I have no goals in my life but to keep living for him that... Does it still worth it? Do I make him proud of me? Or I should be the one who's up there instead... Maybe I died on the same day as you on our wedding day just so I can see and you stay with me forever. \n\nI am not sure but I started to hear some voices lately, but it was just me and no one else. Was that your voice calling me when I don't wanna keep going? Was that you that always calm me down when I want to end my own life?\n*Am I going insane?*\n\nThe feelings of anxiety and loneliness are slowly breaking through the cracks like poison in my bone. Sometimes I am not sure which sounds is real anymore... but his voice always comforts me and it keeps me going, although how can I keep going like this?",
UI_ImmersiveLore_Story_8_Title = "Natalie's Journal - Act VI: Voices from you",
UI_ImmersiveLore_Story_90_Content = "There are better ways to kill yourself. Don't eat any of this stuff unless you want them to hear your colon exploding and come swarm you as the salmon takes its revenge. I know it looks good, but you're worth more than a bite of sushi. Try the river if you're really hurting for some fish and shrimp. Might see you there. Good luck.",
UI_ImmersiveLore_Story_90_Title = "Temptation",
UI_ImmersiveLore_Story_91_Content = "Chris, we are NOT going to JPG! Even if we could get across the bridges (because not all of us can swim, Chris!) into Indiana, do you know how crazy it is to try to get into ANY military base? You should just try walking right into Fort Knox! I get that JPG seemed all nice and peaceful when we went there as kids, but this isn't a field trip, and nobody (not even the soldiers) know where not to step in that place to not get blown into tiny chunks. Hell, the entire range might be freaking radioactive! Listen, dude, we just need to find somewhere quiet to wait this whole thing out, and it doesn't need to be 100 miles away in an old bomb test site, alright? We're over at Michelle's if you want to hang out, but leave this at home, OK? Love you.",
UI_ImmersiveLore_Story_91_Title = "No JPG",
UI_ImmersiveLore_Story_92_Content = "A farmer looked over his crops and saw they were wilting for there had been no rain for a week. He went to the hill and asked of the highest powers to bring rain so that those who depended on him would not know hunger. And the rains came and stayed for two weeks, tearing down an immense oak which grew over the farmer's home and smashed it all. He again went to the hill and cursed the rain, demanding for it to stop. And so the rain stopped and returned the sun, endless and blazing, for two months, burning the farmer's crop and stripping the whole land of life. He returned to the hill and with parched lips begged only for shade. And the sunset arrived only for sunrise to never come, leaving the world dark. Unable to see, the farmer could not find the hill again, and so all creation was plunged into lifeless darkness forever.",
UI_ImmersiveLore_Story_92_Title = "Parable on the Advent of Misery",
UI_ImmersiveLore_Story_93_Content = "five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet five feet by four feet",
UI_ImmersiveLore_Story_93_Title = "5x4'",
UI_ImmersiveLore_Story_94_Content = " Liz, a guy came in with a freaky order that I need your help with, also figured you might get a kick out of it. So here this guy is, decked out in full hunting gear, like, y'know, camo everything, fake leaves, face paint that makes him look like a baby barfed on his face, and he asks for all the books and mags we can get on - wait for it - farming. Wants anything about digging in dirt and watering plants going all the way back to 1776. Said he knew everything he needed to about everything else - no sh!t - but couldn't tell a potato from a pumpkin except that one's served with your Spiffo's #1 and the other's in his nana's Thanksgiving pie. What a character, right?\n\nAnyway, I can get all that stuff for him. But then he asked for - and you knew it was coming - every issue of HottieZ going back to 1965. Said anything older makes him feel like he's perving on his mom. I figure your girl in Nashville's gotta have a supply of them, and I bet this guy isn't going to be picky if they're repros or microfiche dupes, so if you can work that angle, be my guest. Man, people are getting weird out there, huh?\n\nSee you Monday!\nLarry",
UI_ImmersiveLore_Story_94_Title = "Weird Book Order",
UI_ImmersiveLore_Story_95_Content = "Burn everything. Evac AO. Liquidation beginning 03:00.",
UI_ImmersiveLore_Story_95_Title = "Memo #617",
UI_ImmersiveLore_Story_96_Content = "7-8-93\nGot back from a run to the farmer's market (almost got into a fight with some roadrager in a Rancher, people are starting to lose it) just to find the door busted open. Some jackass looter broke in and wrecked the place. But that's all it looks like he did, cause as far as I can tell nothing's missing. What the hell? Guess I know what I'm doing for the rest of the evening.\n\nOK. Strike that. The guy did take some stuff, but just my floppies. Pulled every one out of the bins and even the DOS copy out of the drive. Now if I could just figure out why. I guess some people do have weird klepto fetishes, but old disks never would cross my mind. Hope he likes playing GRIM and reading BBS convos from five years ago. Just strange.",
UI_ImmersiveLore_Story_96_Title = "Pete's Journal Entry",
